2022-09-17 19:26:51+00:00,b'RT @lavoz5021: #TraficoGT |  Usuarios de redes sociales reportan que  ninos juegan en la parte trasera de camion en Cocales en la ruta al P\xe2\x80\xa6'
2022-09-17 16:50:45+00:00,b'#TraficoGT |  Usuarios de redes sociales reportan que  ninos juegan en la parte trasera de camion en Cocales en la\xe2\x80\xa6 https://t.co/pSMtT3xux3'
2022-09-17 14:58:19+00:00,"b'RT @viniciogutierr3: #TraficoGT | #ClimaGT \n\nEsta madrugada se registro un derrumbe en el km 143 de la ruta a Panajachel, Solola. Hay ramas\xe2\x80\xa6'"
2022-09-17 14:51:43+00:00,"b'RT @viniciogutierr3: #TraficoGT | #ClimaGT \n\nEsta madrugada se registro un derrumbe en el km 143 de la ruta a Panajachel, Solola. Hay ramas\xe2\x80\xa6'"
2022-09-17 14:51:39+00:00,"b'#TraficoGT | #ClimaGT \n\nEsta madrugada se registro un derrumbe en el km 143 de la ruta a Panajachel, Solola. Hay ra\xe2\x80\xa6 https://t.co/zCrati8c9d'"
2022-09-17 14:40:21+00:00,b'RT @viniciogutierr3: #ClimaGT | #TraficoGT \n\n\xc2\xa1Rocas gigantescas! Derrumbe dificulta el paso en el kilometro 76 de Ruta al Atlantico.\n\nPreca\xe2\x80\xa6'
2022-09-17 14:33:51+00:00,b'\xc2\xbf#TraficoGT sabado de fin de semana largo? Esta semana es invivible. https://t.co/cU2iITWeNa'
2022-09-17 07:24:26+00:00,b'RT @damasorosales: Terrible eso de las lluvias la carretera interamericana se ha vuelo diariamente el calvario para entrar o salir de la ci\xe2\x80\xa6'
2022-09-17 06:24:45+00:00,b'RT @raul_santu: Estoy casi sin bateria y te encuentras al tonto del SEAT Leon amarillo ocupando espacio reservado a electricos. \xc2\xbfQue deberi\xe2\x80\xa6'
2022-09-17 05:28:17+00:00,b'RT @viniciogutierr3: #ClimaGT | #TraficoGT \n\n\xc2\xa1Rocas gigantescas! Derrumbe dificulta el paso en el kilometro 76 de Ruta al Atlantico.\n\nPreca\xe2\x80\xa6'
2022-09-17 05:16:16+00:00,b'#ClimaGT | #TraficoGT \n\n\xc2\xa1Rocas gigantescas! Derrumbe dificulta el paso en el kilometro 76 de Ruta al Atlantico.\n\nPr\xe2\x80\xa6 https://t.co/lQhtcELxTS'
2022-09-17 05:07:59+00:00,b'RT @CoronaVirusGT: #TraficoGT\n2pm y ya no se puede ingresar a San Cristobal. Mixco colapsado.\n\nNo quiero imaginar de 4 a 8pm \xf0\x9f\x98\x96 https://t.co\xe2\x80\xa6'
2022-09-17 04:46:56+00:00,b'Y aqui tenemos las Zonas mas mencionadas de la semana pasada y la actual junto con sus Top 5.\n#Guatemala #twittergt\xe2\x80\xa6 https://t.co/Q9dZq98jpN'
2022-09-17 02:32:11+00:00,"b'Actualizacion 16/09\nVaguada en el Golfo de Mexico afectara hasta principios de la prox semana, Lester mantendra la\xe2\x80\xa6 https://t.co/xOtQxx8FDv'"
2022-09-17 00:39:11+00:00,b'Crei que porque era puente a estas horas no ibamos a tener trafico. #Error #TraficoGT'
2022-09-16 23:21:02+00:00,b'Terrible eso de las lluvias la carretera interamericana se ha vuelo diariamente el calvario para entrar o salir de\xe2\x80\xa6 https://t.co/hSkykYehTQ'
2022-09-16 22:55:49+00:00,"b'#TraficoGt \n\n3 vehiculos involucrados en accidente de Transito GT en paso a desnivel Alberto Fuentes, Calzada Jose\xe2\x80\xa6 https://t.co/05vx8fCI0M'"
2022-09-16 21:20:46+00:00,b'#TraficoGT \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 https://t.co/9GqjYwV1td\n\n5. Agentes de Transito PNC mantienen instalado operativo de control y seguri\xe2\x80\xa6 https://t.co/1nzphwy22x'
2022-09-16 21:19:57+00:00,"b'#TraficoGT \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 https://t.co/9GqjYwV1td\n\n3. En la 8a. Avenida y 2a. Calle Col. El Mezquital, Zona 12 de Villa Nueva.\xe2\x80\xa6 https://t.co/5yYCVVXywi'"
2022-09-16 21:19:34+00:00,"b'#TraficoGT \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 https://t.co/9GqjYwV1td\n\n2. Se registra un derrumbe en el caserio el Tablon de la aldea Canibal, Cuil\xe2\x80\xa6 https://t.co/5QYilANFKr'"
2022-09-16 21:19:17+00:00,b'#TraficoGT \xf0\x9f\x9a\xa8\xf0\x9f\x9a\xa8 https://t.co/9GqjYwV1td\n\n1. Deslizamiento de tierra obstaculiza ambos carriles en el kilometro 159.7\xe2\x80\xa6 https://t.co/3gpZi4kqTm'
2022-09-16 21:09:28+00:00,b'RT @EmisorasUnidas: #AHORA Camion volco en el kilometro 20 de la ruta al Pacifico. Obstruye dos de los tres carriles disponibles con direcc\xe2\x80\xa6'
2022-09-16 21:05:45+00:00,b'RT @EmisorasUnidas: #AHORA Camion volco en el kilometro 20 de la ruta al Pacifico. Obstruye dos de los tres carriles disponibles con direcc\xe2\x80\xa6'
2022-09-16 20:16:00+00:00,b'#EUNacionales Se mantiene un cierre vehicular en el area del percance mientras trabajan las autoridades #TraficoGT \n\nhttps://t.co/AlMn0wczNw'
